name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bergstrom International Airport, Austin, Texas",2022-12-28,75.8,34.1,56.1,75.8,31,54.6,45.4,69.5,0,0,0,,0,0,33.3,21.9,178.3,1013.3,28.8,9.9,143.3,12.3,6,10,2022-12-28T07:25:59,2022-12-28T17:38:49,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-12-29,74,56.9,66.6,74,56.9,66.6,59.8,79.9,0,0,0,rain,0,0,24.2,15,208.7,1012.4,93.4,9.3,60.1,5.2,3,30,2022-12-29T07:26:19,2022-12-29T17:39:28,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2022-12-30,65,46.1,57.1,65,46,57,44.4,64.6,0,0,0,,0,0,11.4,10.3,329.6,1014.6,82.1,9.9,48.7,4.1,2,10,2022-12-30T07:26:37,2022-12-30T17:40:08,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2022-12-31,75.8,38,55.9,75.8,37.8,55.3,43.8,68.7,0,0,0,,0,0,31.1,18.3,210.5,1013.6,27.2,9.9,146.1,12.5,6,10,2022-12-31T07:26:53,2022-12-31T17:40:49,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-01,78.2,42.2,61.8,78.2,40.4,61.7,56.3,83.7,0,0,0,rain,0,0,19.7,12.7,167.9,1012.3,69.4,7.1,109.5,9.5,6,10,2023-01-01T07:27:08,2023-01-01T17:41:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-02,82.1,69.2,73.5,84.6,69.2,73.7,67.3,82.1,0,0,0,rain,0,0,34.4,23,174,1007.5,84.6,7.3,84.3,7.5,4,75,2023-01-02T07:27:22,2023-01-02T17:42:14,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-03,72,48.8,62.6,72,48,62.6,42.1,51.1,0.079,100,4.17,rain,0,0,23,13.9,322,1011,83.1,9.1,136,11.8,5,100,2023-01-03T07:27:34,2023-01-03T17:42:58,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-04,73.1,38.9,54.5,73.1,36.8,53.7,35,54.7,0,0,0,,0,0,21.9,13.9,287.3,1017.8,22.5,9.9,151.9,13.1,6,10,2023-01-04T07:27:44,2023-01-04T17:43:43,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-05,65.9,34.1,49.1,65.9,32.4,48.4,36.5,65.9,0,0,0,,0,0,11.4,10.3,20.4,1024.1,18.8,9.9,150.6,13.1,6,10,2023-01-05T07:27:53,2023-01-05T17:44:29,0.46,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-01-06,79.1,38.9,58.8,79.1,36.8,58.7,50.7,76.9,0,0,0,,0,0,28.9,19.7,177.9,1020.4,51.7,9.5,112.6,9.8,6,10,2023-01-06T07:28:00,2023-01-06T17:45:15,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-07,74.9,61.1,66.7,74.9,61.1,66.7,59.6,80.4,0.012,100,4.17,rain,0,0,23,18.3,13.5,1019.9,98.9,8.1,54.3,4.6,2,30,2023-01-07T07:28:05,2023-01-07T17:46:02,0.53,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-08,66.8,42.2,55,66.8,42.2,54.6,37,52.5,0,0,0,rain,0,0,23,16.1,6.4,1024.2,46.6,9.9,149.9,12.8,6,10,2023-01-08T07:28:09,2023-01-08T17:46:50,0.56,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-09,72,38.9,54.3,72,36.8,54,44.6,72.8,0,0,0,,0,0,16.1,11.4,185.9,1022.1,35.5,9.9,150,12.9,6,10,2023-01-09T07:28:11,2023-01-09T17:47:38,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-10,81,56,66.4,80.9,56,66.4,58.1,78.1,0,0,0,rain,0,0,28.9,15,200,1016.7,27.2,8,148.8,12.9,6,10,2023-01-10T07:28:11,2023-01-10T17:48:27,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-11,76.9,55.1,64.9,76.9,55.1,64.9,60.2,86.3,0,0,0,rain,0,0,30,21.9,201.7,1012.3,51.2,7.2,114.5,9.8,5,15,2023-01-11T07:28:10,2023-01-11T17:49:17,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-12,67.9,48.8,58.5,67.9,44.1,58.3,34.2,41.5,0,0,0,,0,0,36.9,23,338.6,1022.5,38.8,9.9,127.7,11.2,6,10,2023-01-12T07:28:07,2023-01-12T17:50:07,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-13,61.1,34.1,47.4,61.1,33.4,45.8,27.5,48.8,0,0,0,rain,0,0,20.8,16.1,347.2,1029.5,14.7,9.9,157.7,13.7,6,10,2023-01-13T07:28:02,2023-01-13T17:50:57,0.73,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-14,64.1,26.2,47.1,64.1,26.2,46.6,29.9,57.7,0,0,0,rain,0,0,23,15,174.6,1024.2,18.9,9.9,159.3,13.5,6,10,2023-01-14T07:27:56,2023-01-14T17:51:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-01-15,74,34.1,56.7,74,34.1,56,48.2,76.6,0,0,0,rain,0,0,39.1,24.2,173.2,1013.1,49.2,9.7,126.2,10.9,6,10,2023-01-15T07:27:48,2023-01-15T17:52:39,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72054200166"
"Bergstrom International Airport, Austin, Texas",2023-01-16,76.9,56.9,65.6,76.9,56.9,65.6,57.8,77.1,0,0,0,rain,0,0,23,12.7,191.2,1008.4,79.9,9.9,105.7,9.1,5,10,2023-01-16T07:27:38,2023-01-16T17:53:31,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-17,79.1,45.1,60.9,79.1,45.1,60.7,54.8,83,0,0,0,rain,0,0,21.9,13.9,151.5,1007.8,30.8,8.8,146,12.6,6,10,2023-01-17T07:27:27,2023-01-17T17:54:23,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-18,76.9,52.1,67.7,76.9,52.1,67.7,46.6,56.9,0,0,0,rain,0,0,26.8,17.2,296.6,1007.9,52.2,7.9,139.3,12.1,6,10,2023-01-18T07:27:14,2023-01-18T17:55:15,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-19,65.9,38,54,65.9,36.8,53.4,29.1,41.1,0,0,0,,0,0,17.2,11.4,17,1018.6,22,9.9,158.7,13.7,6,10,2023-01-19T07:26:59,2023-01-19T17:56:07,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,72054200166"
"Bergstrom International Airport, Austin, Texas",2023-01-20,57.8,46.1,52.7,57.8,46,52.7,36.5,54.5,0,0,0,,0,0,17.2,13.9,59.3,1021.4,95.9,9.9,46.1,4,2,10,2023-01-20T07:26:43,2023-01-20T17:57:00,0.96,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-21,61.1,37.1,51.3,61.1,34.4,50.9,44.3,77.6,0,0,0,rain,0,0,12.8,6.9,79.4,1015.8,76.6,9.5,77.2,6.7,5,10,2023-01-21T07:26:25,2023-01-21T17:57:53,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2023-01-22,60.2,36.1,46.8,60.2,35,44.7,30,55.7,0,0,0,,0,0,23,15,323.5,1017.2,12,9.8,165.3,14.2,6,10,2023-01-22T07:26:05,2023-01-22T17:58:45,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-23,58.9,27,44.3,58.9,26.5,43.4,28.8,58.5,0,0,0,,0,0,21.9,12.7,104.4,1022.2,41.3,9.9,129.2,11.1,6,10,2023-01-23T07:25:44,2023-01-23T17:59:38,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-01-24,54,44.1,48.6,54,37.8,44.9,42.3,80,1.155,100,41.67,rain,0,0,33.6,19.7,349,1012.9,74,7.5,49.8,4.2,3,10,2023-01-24T07:25:21,2023-01-24T18:00:31,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-01-25,56,36,45.6,56,29.2,42.1,32.9,62.9,0,0,0,,0,0,26.4,16.1,324.9,1020.9,28.3,9.9,168.4,14.6,6,10,2023-01-25T07:24:57,2023-01-25T18:01:24,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72054200166"
"Bergstrom International Airport, Austin, Texas",2023-01-26,55.1,29.9,42.1,55.1,26.5,40.5,31.1,68.9,0,0,0,,0,0,13.9,9.2,359.4,1029,16.8,9.9,170.6,14.9,6,10,2023-01-26T07:24:31,2023-01-26T18:02:17,0.16,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-27,56,29,42.6,56,26.5,41.8,33.6,73.2,0,0,0,rain,0,0,17.2,12.7,171.5,1026.4,79.8,9.9,64.4,5.4,2,10,2023-01-27T07:24:03,2023-01-27T18:03:10,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-28,58.9,47.9,53.7,58.9,47.9,53.5,53.1,97.8,0.134,100,16.67,rain,0,0,23,9.2,193.8,1017.9,100,3.4,42.4,3.7,2,10,2023-01-28T07:23:34,2023-01-28T18:04:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-29,74,42.2,59.5,74,35,57.7,56.2,89.4,0.056,100,16.67,rain,0,0,31.1,23,9,1016,94.9,5.5,84.3,7.2,5,10,2023-01-29T07:23:04,2023-01-29T18:04:55,0.26,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-30,40.9,29.9,33.7,32.4,18.5,23.3,31.2,90.8,0,0,0,"rain,freezingrain",0.2,0,25.3,19.7,2.6,1023.8,100,7.5,16.6,1.3,1,10,2023-01-30T07:22:32,2023-01-30T18:05:47,0.3,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-01-31,33.2,29.9,30.6,22.7,17.8,19.6,29.2,94.5,0.024,100,8.33,"rain,freezingrain,snow",0,0,26.4,19.7,0.8,1026.4,100,7.3,14.9,1.3,1,10,2023-01-31T07:21:58,2023-01-31T18:06:40,0.33,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2023-02-01,31.9,29.9,31.3,25.4,18.5,21.4,30.7,97.6,1.123,100,58.33,"rain,freezingrain,snow",0.9,0.6,25.3,17.2,353.8,1027.1,100,3.8,22.8,2,1,10,2023-02-01T07:21:23,2023-02-01T18:07:32,0.37,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,D9418,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-02,40.9,31.9,36,34.2,22.9,28.5,34.3,93.8,0.088,100,25,rain,0.1,0.2,21.9,15,342.2,1026.6,99,6.4,44,3.9,2,10,2023-02-02T07:20:47,2023-02-02T18:08:24,0.4,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KRYW,C2969,72254013904,72054200166,KHYI,72254753942,KATT,KAUS,72064800230,KEDC,EAUT2,72254413958,99999963904,D9418"
"Bergstrom International Airport, Austin, Texas",2023-02-03,49.9,34.1,42.7,48,28.6,38.5,37.5,81.7,0,0,0,,0,0,19.7,13.9,4,1033.7,67.4,9.7,108.5,9.4,5,10,2023-02-03T07:20:09,2023-02-03T18:09:15,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-04,62.1,30.8,45.2,62.1,30.8,44.5,39.5,83,0,0,0,freezingrain,0,0,25.3,17.2,192.3,1028.2,57.4,6.1,165.7,14.5,7,10,2023-02-04T07:19:29,2023-02-04T18:10:07,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-02-05,73.1,35.1,52.4,73.1,32.4,52.1,47,85.1,0,0,0,,0,0,19.7,15,197.3,1022,32.9,6.9,169.2,14.6,7,10,2023-02-05T07:18:49,2023-02-05T18:10:58,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-06,74.9,54,64.2,74.9,54,64.2,58.1,82.5,0,0,0,rain,0,0,33.3,23,176.5,1015.3,84,8.8,96.9,8.5,5,10,2023-02-06T07:18:07,2023-02-06T18:11:49,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-07,71.1,53.1,66.1,71.1,53.1,66.1,63.4,91,0.166,100,20.83,rain,0,0,25.3,15,155.6,1013.4,100,8.9,31.4,2.8,1,30,2023-02-07T07:17:23,2023-02-07T18:12:39,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-08,60.2,40.9,49,60.2,37.8,46.5,44.9,86.5,0.075,100,12.5,rain,0,0,25.3,13.9,316.7,1017.5,77.6,8.9,64.5,5.6,4,10,2023-02-08T07:16:39,2023-02-08T18:13:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-09,72,37.1,54.5,72,33.4,53.2,41.5,67.7,0,0,0,,0,0,21.9,15,206,1018.6,9.5,9.9,188.8,16.4,7,10,2023-02-09T07:15:53,2023-02-09T18:14:19,0.64,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-10,55.1,38,49.1,55.1,32.2,45.4,32.1,52.9,0,0,0,rain,0,0,32.4,21.9,338.5,1027,51.7,9.9,161.6,13.9,6,10,2023-02-10T07:15:06,2023-02-10T18:15:09,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-02-11,58.9,34.1,44.1,58.9,28.1,40.9,25.9,51,0,0,0,,0,0,27.7,17.2,340.1,1027.4,19.9,9.9,194,16.6,7,10,2023-02-11T07:14:17,2023-02-11T18:15:58,0.71,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-12,63,27,46.1,63,25.5,45.7,32.1,63.9,0,0,0,,0,0,23,13.9,204.3,1022.1,65.3,9.9,148,12.7,6,10,2023-02-12T07:13:28,2023-02-12T18:16:47,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-13,70.1,35.2,53.5,70.1,35.2,53.4,45.7,76.7,0,0,0,rain,0,0,28.9,18.3,158.1,1015.6,75.8,9.9,130.5,11.5,6,10,2023-02-13T07:12:37,2023-02-13T18:17:35,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-14,80.1,46.1,66,79.1,46.1,65.9,45,58.7,0.012,100,4.17,rain,0,0,32.9,21.9,205.7,1006.2,58.5,9.5,193.3,16.6,7,10,2023-02-14T07:11:45,2023-02-14T18:18:23,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-02-15,79.1,38.9,61.9,79.1,38.9,61.8,55.4,80.3,0,0,0,rain,0,0,38,24.2,171.6,1007.3,71.5,7.5,136,11.8,7,60,2023-02-15T07:10:52,2023-02-15T18:19:11,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-16,71.1,40.9,51.5,71.1,33,47.4,31.9,48.5,0.039,100,4.17,rain,0,0,37.7,26.4,343.1,1018.2,82.9,9.5,75.7,6.5,3,60,2023-02-16T07:09:58,2023-02-16T18:19:58,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-17,52.1,30.8,41.6,52.1,22.7,35.8,22.1,47.3,0,0,0,,0,0,29.7,21.9,0,1032.1,32.4,9.9,200.8,17.3,8,10,2023-02-17T07:09:03,2023-02-17T18:20:45,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-18,55.1,26.1,41.1,55.1,26.1,40.1,30.7,69.9,0,0,0,,0,0,19.6,13.9,170.2,1029.8,68,9.9,143,12.4,7,10,2023-02-18T07:08:07,2023-02-18T18:21:31,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-19,74,46.1,57.8,74,43.2,57.1,47.8,72,0,0,0,,0,0,21.9,11.4,198.3,1022.1,82.6,9.8,177.6,15.3,7,10,2023-02-19T07:07:10,2023-02-19T18:22:18,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72054200166,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-02-20,81,52.1,68.4,82.6,52.1,68.7,60.3,77.1,0,0,0,,0,0,32.1,19.7,212.4,1015.6,60.6,9.9,192.5,16.6,7,10,2023-02-20T07:06:12,2023-02-20T18:23:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-21,81,56.9,69.5,82.9,56.9,69.9,63,81.8,0,0,0,rain,0,0,36.9,23,171.7,1007.3,35.6,8.1,185,15.9,7,10,2023-02-21T07:05:13,2023-02-21T18:23:49,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-22,89.1,65.9,74.8,85.3,65.9,74.1,55.5,58.8,0,0,0,rain,0,0,35.4,20.8,191.3,1002.7,73.7,9.7,191.2,16.4,7,10,2023-02-22T07:04:13,2023-02-22T18:24:34,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-23,78.2,53.2,66.8,78.2,53.2,66.8,52,64.5,0,0,0,rain,0,0,32.1,23,17.1,1013.5,85.6,7.7,151,13.2,7,10,2023-02-23T07:03:12,2023-02-23T18:25:18,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-24,56.9,49.9,53.6,56.9,45.5,53.4,41.4,64.7,0,0,0,rain,0,0,20.2,17.2,11.3,1022.2,100,9.9,48.9,4.4,2,10,2023-02-24T07:02:10,2023-02-24T18:26:02,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-02-25,64.1,46.1,54.2,64.1,40,52.5,47.6,78.6,0,0,0,rain,0,0,16.1,13.9,20.8,1023.2,97.5,8.3,80.5,6.8,4,10,2023-02-25T07:01:08,2023-02-25T18:26:46,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-26,80.1,52.1,64.9,81.8,52.1,65,59,82.8,0,0,0,rain,0,0,34.4,21.9,170.5,1013.3,86.1,6.5,91.6,7.8,4,10,2023-02-26T07:00:05,2023-02-26T18:27:30,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72054200166"
"Bergstrom International Airport, Austin, Texas",2023-02-27,81,52.1,69,79,52.1,68.8,39.7,42.4,0,0,0,rain,0,0,31.1,19.7,278.9,1009.5,44.4,9.6,214.6,18.5,8,10,2023-02-27T06:59:01,2023-02-27T18:28:13,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-02-28,83,44.2,63.1,82.5,43.7,63,53.6,73.9,0,0,0,,0,0,21.9,13.9,164.3,1009.8,38.2,9.4,184.8,15.9,7,10,2023-02-28T06:57:56,2023-02-28T18:28:55,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-01,83,69.2,74.5,86.7,69.2,75.1,68.3,81.8,0,0,0,rain,0,0,21.9,12.7,163.7,1006.5,96.5,7,79.1,6.9,5,75,2023-03-01T06:56:51,2023-03-01T18:29:38,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-02,80.1,58.9,71.3,83.1,58.9,71.6,66.6,85.9,0.672,100,25,rain,0,0,40.3,23,161.8,1000.7,95.5,5.1,85.6,7.4,4,60,2023-03-02T06:55:45,2023-03-02T18:30:20,0.34,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
